Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
0.015046528094465257,0.0,0.005259545237522254,0.0,0.0032841120968561148,0.00271813404346467,0.0,0.01281913016099483,0.0076493535326418415,0.017277368511627204
0.0,0.014675761934890763,0.009084669046629348,0.014187608845979145,0.009852336290568343,0.00271813404346467,0.01209303895257562,0.009614347620746122,0.0076493535326418415,0.0
0.0,0.014675761934890763,0.016017705950635956,0.014187608845979145,0.009852336290568343,0.00271813404346467,0.0,0.0032047825402487075,0.01274892255440307,0.005759122837209068
0.015046528094465257,0.014675761934890763,0.016017705950635956,0.014187608845979145,0.016420560484280575,0.0,0.02418607790515124,0.006409565080497415,0.01274892255440307,0.005759122837209068
0.0,0.014675761934890763,0.009562809522767734,0.014187608845979145,0.0065682241937122295,0.00271813404346467,0.02418607790515124,0.019228695241492243,0.01274892255440307,0.0
0.015046528094465257,0.014675761934890763,0.013387933331874827,0.0,0.0,0.0,0.01209303895257562,0.006409565080497415,0.01274892255440307,0.011518245674418136
0.015046528094465257,0.0,0.007650247618214187,0.014187608845979145,0.0032841120968561148,0.00271813404346467,0.0,0.009614347620746122,0.01274892255440307,0.011518245674418136
0.0,0.0,0.00788931785628338,0.014187608845979145,0.0032841120968561148,0.00271813404346467,0.0,0.009614347620746122,0.01274892255440307,0.017277368511627204
0.0,0.014675761934890763,0.014583284522220795,0.014187608845979145,0.009852336290568343,0.0,0.0,0.009614347620746122,0.015298707065283683,0.017277368511627204
0.0,0.014675761934890763,0.013148863093805634,0.014187608845979145,0.0,0.00271813404346467,0.01209303895257562,0.01281913016099483,0.01274892255440307,0.011518245674418136
0.0,0.0,0.006215826189799027,0.014187608845979145,0.009852336290568343,0.00271813404346467,0.0,0.009614347620746122,0.01274892255440307,0.0
0.015046528094465257,0.0,0.004542334523314674,0.0,0.0032841120968561148,0.01087253617385868,0.0,0.01281913016099483,0.0076493535326418415,0.017277368511627204
0.0,0.0,0.004542334523314674,0.0,0.019704672581136687,0.0,0.0,0.02243347778174095,0.005099569021761227,0.017277368511627204
0.015046528094465257,0.014675761934890763,0.016734916664843533,0.0,0.016420560484280575,0.00271813404346467,0.0,0.0032047825402487075,0.01274892255440307,0.0
0.0,0.014675761934890763,0.013866073808013215,0.0,0.013136448387424459,0.0,0.0,0.0032047825402487075,0.005099569021761227,0.005759122837209068
0.0,0.0,0.009801879760836928,0.0,0.0032841120968561148,0.00271813404346467,0.0,0.006409565080497415,0.0,0.011518245674418136
0.0,0.0,0.007650247618214187,0.0,0.026272896774848918,0.02446320639118203,0.0,0.016023912701243537,0.005099569021761227,0.017277368511627204
0.015046528094465257,0.0,0.007411177380144994,0.0,0.0032841120968561148,0.00271813404346467,0.0,0.019228695241492243,0.01274892255440307,0.005759122837209068
0.015046528094465257,0.014675761934890763,0.013866073808013215,0.014187608845979145,0.0065682241937122295,0.00271813404346467,0.01209303895257562,0.01281913016099483,0.01274892255440307,0.005759122837209068
0.0,0.014675761934890763,0.018886548807466274,0.014187608845979145,0.0,0.0,0.02418607790515124,0.0032047825402487075,0.01274892255440307,0.011518245674418136
0.015046528094465257,0.014675761934890763,0.011714441665390474,0.014187608845979145,0.026272896774848918,0.03261760852157604,0.0,0.0032047825402487075,0.005099569021761227,0.0
0.0,0.0,0.00430326428524548,0.0,0.0032841120968561148,0.00815440213039401,0.0,0.01281913016099483,0.01274892255440307,0.017277368511627204
0.015046528094465257,0.014675761934890763,0.00788931785628338,0.014187608845979145,0.0,0.035335742565040705,0.0,0.006409565080497415,0.005099569021761227,0.0
0.0,0.0,0.00860652857049096,0.014187608845979145,0.0,0.01359067021732335,0.0,0.006409565080497415,0.01274892255440307,0.005759122837209068
